#Cumulative cases by age from Mumbai’s full Dashboards. Some missing data,,,,,,,,,,,
https://stopcoronavirus.mcgm.gov.in/assets/docs/Dashboard.pdf,,,,,,,,,,,
,,,,,,,,,,,
Bulletin date,notes,0-10 yrs,10-20 yrs,20-30 yrs,30-40 yrs,40-50 yrs,50-60 yrs,60-70 yrs,70-80 yrs,80-90 yrs,>90 yrs
17/05/21,,11762,30240,103788,130517,118307,115550,81711,44514,15677,2485
18/05/21,,11787,30318,103997,130808,118521,115724,81855,44598,15706,2491
19/05/21,,11822,30396,104216,131074,118736,115891,81984,44660,15738,2495
20/05/21,,11847,30476,104411,131388,118978,116095,82149,44751,15761,2501
21/05/21,,11889,30570,104686,131747,119251,116327,82308,44836,15789,2507
22/05/21,,11930,30666,104957,132074,119522,116537,82479,44925,15834,2509
23/05/21,,11967,30736,105171,132388,119775,116698,82614,45017,15864,2513
24/05/21,,12001,30826,105401,132723,120003,116879,82766,45113,15893,2520
25/05/21,,12027,30899,105553,132909,120196,117022,82860,45179,15917,2528
26/05/21,missing,,,,,,,,,,
27/05/21,missing,,,,,,,,,,
28/05/21,,12121,31110,106155,133686,120851,117520,83217,45409,16008,2542
29/05/21,,12142,31158,106298,133889,121021,117644,83312,45477,16034,2546
30/05/21,,12173,31222,106467,134121,121217,117788,83431,45527,16054,2549
31/05/21,,12196,31296,106654,134339,121408,117931,83552,45599,16078,2555
01/06/21,,12219,31342,106755,134463,121536,118024,83621,45638,16094,2557
02/06/21,,12249,31397,106888,134616,121690,118136,83703,45690,16129,2558
03/06/21,,12280,31468,107054,134806,121879,118253,83817,45741,16154,2564
04/06/21,,12298,31514,107204,135005,122049,118398,83923,45822,16168,2568
05/06/21,,12327,31581,107375,135221,122217,118512,84030,45876,16195,2570
06/06/21,,12364,31654,107507,135399,122351,118640,84121,45935,16212,2571
07/06/21,,12384,31702,107639,135567,122501,118770,84203,45996,16226,2574
08/06/21,,12400,31752,107745,135726,122619,118882,84292,46049,16241,2577
09/06/21,,12423,31804,107845,135869,122774,118958,84369,46106,16260,2579
10/06/21,,12446,31859,107985,136039,122929,119082,84442,46166,16286,2583
11/06/21,missing,,,,,,,,,,
12/06/21,,12476,31946,108178,136343,123172,119265,84570,46251,16308,2592
13/06/21,,12497,32016,108272,136493,123292,119352,84653,46301,16332,2595
14/06/21,,12513,32072,108373,136621,123415,119438,84727,46362,16350,2599
15/06/21,,12536,32115,108450,136709,123505,119515,84787,46403,16361,2607
16/06/21,,12559,32152,108533,136826,123597,119591,84847,46443,16375,2612
17/06/21,,12577,32206,108666,137002,123753,119694,84923,46488,16395,2619
18/06/21,,12596,32243,108765,137135,123874,119780,84993,46541,16411,2623
19/06/21,,12616,32308,108895,137292,123989,119874,85079,46594,16433,2629
20/06/21,,12640,32363,109009,137433,124108,119950,85152,46631,16451,2635
21/06/21,,12656,32416,109136,137588,124230,120040,85233,46680,16465,2638
22/06/21,,12667,32451,109208,137696,124316,120106,85305,46722,16481,2642
23/06/21,,12684,32478,109296,137808,124400,120153,85374,46771,16498,2643
24/06/21,,12713,32530,109398,137987,124565,120274,85466,46822,16514,2645
25/06/21,,12727,32589,109515,138132,124705,120375,85531,46885,16530,2650
26/06/21,,12750,32641,109616,138274,124837,120480,85599,46925,16551,2654
27/06/21,,12773,32678,109719,138403,124927,120596,85670,46967,16571,2659
28/06/21,,12791,32734,109825,138548,125039,120702,85764,47016,16597,2659
29/06/21,,12812,32774,109932,138661,125133,120771,85834,47050,16611,2661
30/06/21,,12826,32804,110022,138771,125233,120850,85910,47081,16626,2661
01/07/21,,12845,32854,110144,138908,125364,120946,85989,47131,16644,2663
02/07/21,,12866,32905,110253,139037,125478,121035,86060,47197,16658,2663
03/07/21,,12882,32949,110357,139149,125598,121133,86136,47244,16681,2665
04/07/21,,12894,32990,110435,139254,125690,121224,86214,47281,16698,2667
05/07/21,,12910,33046,110510,139362,125776,121294,86277,47320,16708,2670
06/07/21,,12927,33069,110577,139462,125850,121363,86333,47362,16723,2671
07/07/21,,12935,33099,110639,139552,125933,121421,86389,47401,16736,2674
08/07/21,,12952,33150,110745,139672,126039,121506,86468,47449,16759,2680
09/07/21,missing,,,,,,,,,,
10/07/21,missing,,,,,,,,,,
11/07/21,,12998,33267,111009,139962,126330,121735,86637,47560,16802,2691
12/07/21,,13018,33318,111092,140048,126429,121821,86692,47603,16811,2695
13/07/21,,13032,33365,111153,140133,126515,121890,86736,47650,16828,2696
14/07/21,,13043,33397,111204,140206,126606,121966,86797,47678,16837,2698
15/07/21,,13055,33447,111288,140297,126714,122059,86865,47721,16851,2703
16/07/21,,13067,33485,111352,140403,126820,122133,86915,47763,16868,2705
17/07/21,,13075,33513,111423,140478,126886,122209,86964,47794,16885,2708
18/07/21,,13087,33546,111491,140545,126978,122269,87019,47834,16907,2712
19/07/21,,13103,33575,111547,140615,127056,122343,87076,47864,16923,2714
20/07/21,,13114,33598,111606,140684,127117,122410,87116,47902,16935,2717
21/07/21,,13123,33629,111638,140744,127180,122465,87162,47928,16947,2720
22/07/21,missing,,,,,,,,,,
23/07/21,,13149,33686,111771,140871,127328,122571,87267,47995,16967,2726
24/07/21,,13159,33708,111822,140940,127400,122622,87310,48022,16974,2727
25/07/21,,13162,33736,111860,140998,127451,122671,87366,48053,16989,2730
26/07/21,,13168,33756,111926,141068,127515,122730,87417,48087,16997,2733
27/07/21,,13176,33772,111976,141120,127579,122771,87451,48097,17005,2735
28/07/21,,13185,33793,112019,141185,127646,122815,87494,48124,17012,2735
29/07/21,missing,,,,,,,,,,
30/07/21,,13207,33844,112134,141321,127771,122894,87587,48194,17029,2737
31/07/21,,13212,33863,112174,141391,127829,122941,87624,48213,17037,2738
01/08/21,,13220,33884,112225,141456,127895,122994,87668,48242,17044,2738
02/08/21,,13207,33823,111916,141131,127516,122675,87393,48055,16958,2730
03/08/21,missing,,,,,,,,,,
04/08/21,missing,,,,,,,,,,
05/08/21,,13252,33979,112386,141690,128087,123155,87813,48361,17081,2751
06/08/21,,13239,33912,112080,141341,127705,122835,87535,48162,16999,2736
07/08/21,,13252,33942,112126,141392,127744,122869,87570,48190,17008,2736
08/08/21,,13257,33972,112183,141440,127799,122911,87601,48208,17028,2736
09/08/21,,13271,33990,112228,141500,127841,122955,87632,48228,17036,2736
10/08/21,,13280,33998,112257,141544,127865,122984,87662,48251,17042,2736
11/08/21,,13282,34014,112305,141587,127892,123018,87686,48265,17052,2736
12/08/21,missing,,,,,,,,,,
13/08/21,,13288,34053,112392,141698,127978,123094,87767,48302,17074,2737
14/08/21,,13296,34070,112431,141755,128016,123130,87818,48322,17078,2739
15/08/21,,13304,34084,112468,141812,128048,123174,87851,48339,17085,2743
16/08/21,,13311,34101,112511,141857,128082,123214,87872,48364,17096,2744
17/08/21,,13318,34110,112543,141889,128118,123236,87899,48379,17105,2744
18/08/21,,13318,34123,112563,141930,128142,123256,87924,48394,17110,2744
19/08/21,,13329,34144,112606,141987,128181,123292,87959,48421,17117,2744
20/08/21,,13338,34160,112649,142046,128229,123327,87992,48439,17125,2744
21/08/21,,13349,34189,112697,142103,128279,123368,88023,48460,17131,2745
22/08/21,,13357,34207,112731,142153,128324,123398,88055,48480,17137,2747
23/08/21,,13363,34225,112772,142209,128366,123448,88086,48508,17145,2748
24/08/21,,13372,34247,112800,142238,128405,123475,88110,48532,17152,2749
25/08/21,missing,,,,,,,,,,
26/08/21,missing,,,,,,,,,,
27/08/21,,13398,34322,112952,142417,128571,123597,88222,48604,17175,2752
28/08/21,,13406,34357,112999,142489,128632,123642,88260,48629,17180,2752
29/08/21,,13414,34398,113050,142555,128691,123705,88306,48662,17183,2751
30/08/21,,13421,34425,113099,142604,128748,123754,88352,48685,17192,2755
31/08/21,,13437,34457,113142,142654,128806,123789,88394,48703,17202,2757
01/09/21,,13447,34482,113187,142712,128847,123831,88427,48730,17215,2759
02/09/21,,13456,34506,113243,142791,128916,123888,88476,48756,17222,2761
03/09/21,,13473,34539,113305,142869,128989,123945,88524,48796,17232,2764
04/09/21,,13476,34574,113371,142934,129050,124003,88582,48828,17248,2771
05/09/21,,13485,34611,113425,143022,129103,124059,88634,48863,17259,2774
06/09/21,,13501,34650,113521,143112,129173,124109,88695,48894,17268,2776
07/09/21,,13513,34678,113574,143184,129232,124159,88753,48908,17284,2778
08/09/21,,13518,34701,113628,143253,129276,124203,88805,48929,17298,2779
09/09/21,,13532,34739,113711,143338,129362,124266,88865,48966,17313,2785
10/09/21,,13544,34771,113766,143437,129437,124333,88923,48994,17325,2787
11/09/21,,13554,34809,113828,143511,129504,124382,89002,49027,17339,2790
12/09/21,,13563,34825,113876,143581,129563,124425,89045,49050,17353,2792
13/09/21,,13570,34852,113922,143648,129618,124473,89086,49085,17364,2792
14/09/21,,13585,34877,113963,143721,129672,124520,89133,49106,17372,2793
15/09/21,,13595,34895,114019,143778,129738,124569,89186,49130,17385,2797
16/09/21,,13607,34931,114083,143881,129816,124641,89248,49177,17397,2798
17/09/21,,13627,34963,114134,143959,129892,124692,89308,49215,17406,2799
18/09/21,,13632,34989,114115,143922,129847,124645,89294,49221,17412,2796
19/09/21,,13649,35037,114181,144010,129922,124701,89353,49263,17421,2798
20/09/21,,13664,35063,114239,144082,129981,124754,89425,49293,17439,2797
21/09/21,,13678,35092,114283,144162,130032,124808,89483,49320,17448,2799
22/09/21,missing,,,,,,,,,,
23/09/21,,13701,35163,114358,144312,130155,124907,89615,49395,17484,2799
24/09/21,missing,,,,,,,,,,
25/09/21,missing,,,,,,,,,,
26/09/21,,13747,35260,114542,144554,130365,125103,89773,49510,17534,2808
27/09/21,missing,,,,,,,,,,
28/09/21,,13782,35340,114662,144687,130506,125204,89875,49567,17567,2812
29/09/21,,13789,35362,114701,144747,130577,125274,89910,49601,17581,2816
30/09/21,,13872,35530,115257,145547,131201,125865,90405,49901,17669,2830
01/10/21,,13885,35581,115338,145635,131285,125931,90455,49945,17677,2830
02/10/21,,13898,35616,115394,145703,131365,125989,90506,49989,17677,2832
03/10/21,,13904,35649,115447,145775,131415,126048,90557,50030,17690,2831
04/10/21,,13910,35689,115527,145882,131494,126116,90651,50070,17713,2836
05/10/21,,13920,35719,115572,145944,131552,126181,90712,50107,17723,2838
06/10/21,,13931,35753,115627,146023,131614,126245,90763,50165,17734,2839
07/10/21,,13947,35806,115712,146118,131715,126327,90856,50213,17748,2845
08/10/21,,13964,35833,115774,146211,131792,126389,90932,50254,17761,2848
09/10/21,,13982,35874,115841,146295,131868,126480,90999,50303,17779,2851
10/10/21,,13995,35918,115904,146385,131956,126558,91077,50341,17787,2853
11/10/21,,14005,35948,115959,146462,132017,126638,91136,50377,17800,2854
12/10/21,missing,,,,,,,,,,
13/10/21,,14038,36005,116069,146600,132177,126759,91263,50437,17830,2857
14/10/21,,14050,36037,116143,146664,132247,126838,91329,50486,17846,2857
15/10/21,,14062,36071,116223,146756,132331,126898,91407,50539,17865,2858
16/10/21,,14074,36108,116289,146822,132399,126961,91470,50582,17888,2861
17/10/21,,14081,36124,116352,146865,132445,126999,91513,50608,17895,2861
18/10/21,missing,,,,,,,,,,
19/10/21,,14096,36193,116444,146969,132551,127125,91588,50662,17923,2867
20/10/21,,14104,36214,116485,147024,132590,127169,91636,50700,17935,2873
21/10/21,,14113,36251,116554,147090,132675,127225,91703,50742,17947,2874
22/10/21,,14124,36286,116617,147161,132743,127282,91754,50781,17960,2875
23/10/21,,14136,36323,116674,147242,132799,127335,91802,50812,17965,2877
24/10/21,,14142,36345,116732,147340,132870,127399,91859,50861,17979,2878
25/10/21,,14153,36370,116766,147408,132927,127458,91916,50913,17986,2881
26/10/21,,14164,36398,116803,147460,132962,127491,91950,50928,17993,2882
27/10/21,,14166,36423,116846,147492,133012,127541,91985,50965,18002,2882
28/10/21,,14175,36457,116884,147543,133089,127608,92034,50993,18022,2886
29/10/21,,14178,36486,116927,147599,133137,127666,92073,51025,18028,2888
30/10/21,,14185,36497,116967,147626,133166,127689,92085,51038,18033,2892
31/10/21,,14196,36522,117019,147700,133227,127739,92135,51078,18041,2893
01/11/21,,14204,36545,117061,147747,133276,127794,92178,51099,18048,2895
02/11/21,,14217,36573,117094,147783,133318,127827,92214,51125,18058,2895
03/11/21,,14224,36590,117114,147823,133350,127864,92232,51140,18068,2897
04/11/21,,14230,36614,117161,147869,133398,127919,92278,51167,18079,2897
05/11/21,,14232,36630,117194,147919,133429,127966,92327,51185,18086,2899
06/11/21,missing,,,,,,,,,,
07/11/21,missing,,,,,,,,,,
08/11/21,,14246,36671,117268,148037,133533,128060,92407,51256,18104,2902
09/11/21,missing,,,,,,,,,,
10/11/21,,14257,36726,117314,148104,133598,128139,92474,51296,18121,2903
11/11/21,,14262,36762,117361,148157,133652,128194,92515,51320,18139,2903
12/11/21,missing,,,,,,,,,,
13/11/21,,14275,36803,117431,148238,133731,128276,92594,51366,18150,2905
14/11/21,missing,,,,,,,,,,
15/11/21,,14287,36838,117496,148322,133805,128349,92665,51415,18169,2907
16/11/21,,14295,36856,117514,148354,133828,128371,92693,51434,18177,2907
17/11/21,missing,,,,,,,,,,
18/11/21,,14302,36894,117572,148430,133906,128446,92758,51480,18189,2908
19/11/21,,14307,36900,117595,148468,133943,128469,92790,51497,18205,2908
20/11/21,missing,,,,,,,,,,
21/11/21,,14320,36925,117647,148528,133999,128538,92855,51532,18223,2909
22/11/21,,14327,36937,117676,148559,134031,128567,92886,51549,18236,2910
23/11/21,,14341,36950,117694,148581,134063,128589,92903,51565,18241,2910
24/11/21,,14345,36964,117703,148612,134107,128613,92929,51586,18248,2910
25/11/21,,14350,36982,117735,148650,134150,128648,92959,51610,18258,2910
26/11/21,missing,,,,,,,,,,
27/11/21,missing,,,,,,,,,,
28/11/21,missing,,,,,,,,,,
29/11/21,,14374,37035,117818,148796,134274,128753,93068,51699,18294,2920
30/11/21,missing,,,,,,,,,,
01/12/21,,14381,37054,117841,148857,134312,128797,93109,51730,18308,2922
02/12/21,,14385,37060,117861,148872,134325,128816,93123,51739,18313,2922
03/12/21,missing,,,,,,,,,,
04/12/21,,14396,37088,117897,148949,134398,128871,93187,51771,18319,2923
05/12/21,,14404,37099,117921,148986,134430,128905,93214,51789,18330,2923
06/12/21,,14408,37110,117957,149028,134455,128933,93245,51799,18334,2923
07/12/21,missing,,,,,,,,,,
08/12/21,missing,,,,,,,,,,
09/12/21,,14423,37157,118022,149147,134532,129033,93345,51848,18349,2925
10/12/21,,14435,37173,118042,149198,134564,129058,93381,51863,18352,2925
11/12/21,,14436,37190,118062,149234,134603,129089,93396,51883,18359,2925
12/12/21,,14447,37216,118091,149291,134641,129118,93419,51901,18366,2926
13/12/21,,14451,37229,118112,149323,134666,129151,93445,51918,18374,2926
14/12/21,,14455,37241,118137,149350,134695,129178,93464,51930,18377,2926
15/12/21,,14459,37252,118171,149387,134731,129212,93485,51949,18391,2926
16/12/21,,14461,37264,118203,149427,134773,129252,93515,51964,18396,2927
17/12/21,,14470,37294,118255,149469,134811,129296,93550,51982,18400,2927
18/12/21,,14480,37327,118304,149518,134857,129333,93583,52000,18408,2927
19/12/21,,14488,37343,118348,149571,134892,129373,93625,52019,18411,2928
20/12/21,,14494,37368,118406,149635,134939,129426,93666,52037,18421,2928
21/12/21,missing,,,,,,,,,,
22/12/21,,14507,37416,118482,149725,135026,129515,93715,52059,18433,2929
23/12/21,,14518,37460,118563,149817,135108,129577,93757,52084,18447,2929
24/12/21,,14531,37497,118679,149954,135180,129660,93819,52108,18457,2931
25/12/21,,14542,37549,118819,150098,135304,129735,93865,52137,18467,2932
26/12/21,missing,,,,,,,,,,
27/12/21,,14576,37690,119130,150433,135594,129969,94029,52228,18489,2933
28/12/21,,14597,37745,119306,150597,135722,130075,94092,52262,18500,2934
29/12/21,missing,,,,,,,,,,
30/12/21,,14642,38068,120153,151351,136317,130562,94444,52460,18562,2946
31/12/21,,14713,38331,120967,152107,136902,131041,94775,52609,18614,2949
01/01/22,,14811,38745,122160,153250,137706,131772,95197,52842,18679,2960
02/01/22,,14921,39230,123562,154612,138765,132645,95771,53155,18771,2971
03/01/22,,15096,39855,125003,156253,140052,133801,96554,53568,18916,2984
04/01/22,,15283,40484,126515,157947,141389,134967,97340,54008,19046,3014
05/01/22,,15473,41206,128395,159969,142909,136391,98259,54538,19232,3031
06/01/22,,15755,42278,131487,163241,145404,138498,99724,55258,19480,3078
07/01/22,,16171,43543,135495,167351,148390,141065,101484,56161,19789,3124
08/01/22,,16585,44918,139694,171905,151672,143761,103248,57188,20127,3187
09/01/22,,16982,46154,143776,176363,154886,146496,105154,58314,20529,3227
10/01/22,,17406,47268,147496,180552,158009,149088,107045,59440,20954,3286
11/01/22,,17680,48030,150155,183543,160149,150829,108388,60267,21251,3326
12/01/22,,17944,48678,152331,185916,161913,152286,109447,60921,21495,3353
13/01/22,,18305,49661,155443,189657,164727,154723,111250,62065,21910,3426
14/01/22,,18593,50379,158040,192596,166743,156418,112678,62966,22245,3477
15/01/22,,18865,50956,159958,195098,168426,157942,113746,63745,22539,3516
16/01/22,,19110,51479,161711,197362,170044,159306,114866,64516,22843,3568
17/01/22,,19317,51915,163020,198945,171175,160341,115769,65168,23125,3617
18/01/22,,19464,52254,164006,200138,172031,161093,116420,65644,23330,3645
19/01/22,,19631,52559,165045,201359,172964,161940,117113,66138,23568,3691
20/01/22,,19724,52728,165470,201877,173420,162324,117431,66422,23701,3710
21/01/22,,19885,53127,166652,203440,174587,163386,118411,67140,24024,3768
22/01/22,,20010,53391,167468,204450,175287,163984,118943,67571,24219,3801
23/01/22,,20101,53569,168019,205155,175784,164453,119379,67909,24394,3825
24/01/22,,20202,53714,168438,205682,176182,164806,119691,68177,24532,3844
25/01/22,,20334,53995,169387,206744,176943,165439,120230,68514,24705,3876
26/01/22,,20393,54107,169772,207223,177286,165740,120478,68694,24809,3899
27/01/22,,20452,54205,170045,207585,177506,165963,120675,68842,24888,3918
28/01/22,,20512,54308,170259,207888,177701,166125,120854,68969,24938,3932
29/01/22,,20541,54378,170457,208159,177865,166295,120988,69062,24999,3943
